65527 7.3271706601179456e+11
65528 4.8012751183554848e+10
65529 3.1461795585559826e+09
65530 2.0616599929261497e+08
65531 1.3510056933645062e+07
65532 8.8532654091869423e+05
65533 5.8016218879483866e+04
65534 3.8009768718292157e+03
65535 2.4809321831845583e+02
65536 1.5258789062500000e+01
